trend_id,date,collected_at,topic,description,category,sentiment_score,keyword_frequency,keywords,source_count,sources,hn_points,rank,recurred_next_day
f2c97493ad3a,2026-08-27,2026-08-27 06:00:00+00:00,On-device LLM inference,"On-device LLM inference sparks concern after critics warn of serious risks, delays and mounting costs.",AI,-0.612,7,llm|on-device|inference|npu|edge,3,techcrunch|theverge|wired,0,7,1
bedb383acfc5,2026-08-27,2026-08-27 06:00:00+00:00,RISC-V laptop prototypes,"RISC-V laptop prototypes sparks concern after critics warn of serious risks, delays and mounting costs.",Chips,-0.612,8,risc-v|laptop|open-isa|prototype,2,hackernews|reuters_tech,0,8,1
7b146df3f712,2026-08-27,2026-08-27 06:00:00+00:00,Age-verification mandates,Age-verification mandates: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.784,7,age-verification|mandate|platforms|privacy,2,theverge|wired,0,9,0
f9d2eff4e230,2026-08-27,2026-08-27 06:00:00+00:00,Mega-round for robotics startup,Mega-round for robotics startup: analysts praise strong momentum as adoption accelerates across the industry.,Startups,0.784,4,robotics|funding|humanoid|series-c,1,hackernews,0,10,0
64f9b3efc546,2026-08-28,2026-08-28 06:00:00+00:00,E-ink tablet refresh,E-ink tablet refresh wins broad support after a successful rollout and encouraging benchmarks.,Gadgets,0.927,9,e-ink|tablet|reader,4,arstechnica|hackernews|techcrunch|wired,0,1,1
0a93b7b5b622,2026-08-28,2026-08-28 06:00:00+00:00,RISC-V laptop prototypes,RISC-V laptop prototypes is drawing coverage this week as several outlets report on the latest developments.,Chips,0.0,9,risc-v|laptop|open-isa|prototype,4,arstechnica|hackernews|techcrunch|theverge,0,2,1
a4d54c70472b,2026-08-28,2026-08-28 06:00:00+00:00,Ransomware hits hospital chain,"Ransomware hits hospital chain gains traction, with early users reporting impressive results and rapid growth.",Cybersecurity,0.807,8,ransomware|hospital|breach|extortion|healthcare,4,arstechnica|hackernews|techcrunch|wired,0,3,0
c8881a6ff86c,2026-08-28,2026-08-28 06:00:00+00:00,On-device LLM inference,On-device LLM inference moves forward as vendors publish updated documentation and roadmaps.,AI,0.0,12,llm|on-device|inference|npu|edge,3,hackernews|reuters_tech|techcrunch,0,4,0
c38d4090939c,2026-08-28,2026-08-28 06:00:00+00:00,Data-centre energy caps,Data-centre energy caps: companies outline plans and timelines while observers wait for more detail.,Policy,0.273,12,data-centre|energy|grid|regulation,3,hackernews|theverge|wired,0,5,1
3232d58289ac,2026-08-28,2026-08-28 06:00:00+00:00,EU AI Act enforcement,EU AI Act enforcement: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.784,11,eu|ai-act|enforcement|compliance,3,arstechnica|reuters_tech|theverge,0,6,1
3e1744ee8044,2026-08-28,2026-08-28 06:00:00+00:00,Memory price spike,Memory price spike wins broad support after a successful rollout and encouraging benchmarks.,Chips,0.927,8,dram|hbm|memory|prices,3,hackernews|reuters_tech|wired,0,7,0
8af80d80f290,2026-08-28,2026-08-28 06:00:00+00:00,Smartwatch health sensors,"Smartwatch health sensors gains traction, with early users reporting impressive results and rapid growth.",Gadgets,0.807,6,smartwatch|health|sensor|wearable,2,arstechnica|reuters_tech,0,8,0
72da11329e8b,2026-08-28,2026-08-28 06:00:00+00:00,Retrieval-augmented search,Retrieval-augmented search is drawing coverage this week as several outlets report on the latest developments.,AI,0.0,4,rag|retrieval|search|embeddings,2,arstechnica|reuters_tech,0,9,1
90d0ba27dc25,2026-08-28,2026-08-28 06:00:00+00:00,Sovereign cloud regions,Sovereign cloud regions is drawing coverage this week as several outlets report on the latest developments.,Cloud,0.0,2,sovereign|region|data-residency|compliance,1,arstechnica,0,10,0
f2a86fd1dac8,2026-08-29,2026-08-29 06:00:00+00:00,AI in customer support,AI in customer support moves forward as vendors publish updated documentation and roadmaps.,AI,0.402,17,support|chatbot|automation|deflection,5,arstechnica|hackernews|techcrunch|theverge|wired,0,1,1
7ed38fee3b59,2026-08-29,2026-08-29 06:00:00+00:00,AI accelerator startup funding,AI accelerator startup funding: analysts praise strong momentum as adoption accelerates across the industry.,Chips,0.784,16,accelerator|funding|asic|inference,4,arstechnica|reuters_tech|techcrunch|theverge,0,2,1
43ce16f58017,2026-08-29,2026-08-29 06:00:00+00:00,EU AI Act enforcement,EU AI Act enforcement: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.784,13,eu|ai-act|enforcement|compliance,3,arstechnica|reuters_tech|wired,0,3,1
a9cfa3a9a799,2026-08-29,2026-08-29 06:00:00+00:00,E-ink tablet refresh,"E-ink tablet refresh faces backlash amid reports of failures, security worries and angry customers.",Gadgets,-0.772,11,e-ink|tablet|reader,3,arstechnica|hackernews|theverge,0,4,1
2a850a448948,2026-08-29,2026-08-29 06:00:00+00:00,Retrieval-augmented search,Retrieval-augmented search is drawing coverage this week as several outlets report on the latest developments.,AI,0.0,10,rag|retrieval|search|embeddings,3,reuters_tech|techcrunch|theverge,0,5,1
b5e043647109,2026-08-29,2026-08-29 06:00:00+00:00,Antitrust ruling on search,Antitrust ruling on search moves forward as vendors publish updated documentation and roadmaps.,Policy,0.0,8,antitrust|search|ruling,3,hackernews|techcrunch|theverge,0,6,0
1d59a643e4e3,2026-08-29,2026-08-29 06:00:00+00:00,RISC-V laptop prototypes,RISC-V laptop prototypes moves forward as vendors publish updated documentation and roadmaps.,Chips,0.0,8,risc-v|laptop|open-isa|prototype,2,techcrunch|wired,0,7,0
a25a6ebb1a49,2026-08-29,2026-08-29 06:00:00+00:00,Data-centre energy caps,Data-centre energy caps moves forward as vendors publish updated documentation and roadmaps.,Policy,0.273,5,data-centre|energy|grid|regulation,2,arstechnica|theverge,0,8,0
08e387b1aeb3,2026-08-29,2026-08-29 06:00:00+00:00,Small language models,Small language models wins broad support after a successful rollout and encouraging benchmarks.,AI,0.927,4,slm|small-model|efficiency|distillation,2,arstechnica|reuters_tech,0,9,1
105cf53e2807,2026-08-29,2026-08-29 06:00:00+00:00,Age-verification mandates,Age-verification mandates: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.784,4,age-verification|mandate|platforms|privacy,1,theverge,0,10,1
8d8ba5b842a3,2026-08-30,2026-08-30 06:00:00+00:00,Handheld gaming PC wave,"Handheld gaming PC wave gains traction, with early users reporting impressive results and rapid growth.",Gadgets,0.807,16,handheld|gaming|pc|battery,4,arstechnica|techcrunch|theverge|wired,0,1,1
ddfcb217d2bb,2026-08-30,2026-08-30 06:00:00+00:00,Age-verification mandates,"Age-verification mandates faces backlash amid reports of failures, security worries and angry customers.",Policy,-0.772,13,age-verification|mandate|platforms|privacy,3,arstechnica|theverge|wired,0,2,1
695cca6a91c4,2026-08-30,2026-08-30 06:00:00+00:00,Right-to-repair legislation,Right-to-repair legislation is drawing coverage this week as several outlets report on the latest developments.,Policy,0.0,11,right-to-repair|legislation|parts|consumers,3,arstechnica|theverge|wired,0,3,1
a5e4d075a237,2026-08-30,2026-08-30 06:00:00+00:00,E-ink tablet refresh,E-ink tablet refresh: companies outline plans and timelines while observers wait for more detail.,Gadgets,0.0,10,e-ink|tablet|reader,3,reuters_tech|techcrunch|wired,0,4,1
cee60701d576,2026-08-30,2026-08-30 06:00:00+00:00,AI accelerator startup funding,AI accelerator startup funding is drawing coverage this week as several outlets report on the latest developments.,Chips,0.0,10,accelerator|funding|asic|inference,3,reuters_tech|techcrunch|theverge,0,5,0
42ba321f40e6,2026-08-30,2026-08-30 06:00:00+00:00,EU AI Act enforcement,EU AI Act enforcement: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.784,9,eu|ai-act|enforcement|compliance,3,hackernews|reuters_tech|wired,0,6,1
d1ad3daf2e1f,2026-08-30,2026-08-30 06:00:00+00:00,Retrieval-augmented search,"Retrieval-augmented search gains traction, with early users reporting impressive results and rapid growth.",AI,0.807,6,rag|retrieval|search|embeddings,2,hackernews|reuters_tech,0,7,1
63a6391e9706,2026-08-30,2026-08-30 06:00:00+00:00,Small language models,Small language models: companies outline plans and timelines while observers wait for more detail.,AI,0.0,5,slm|small-model|efficiency|distillation,2,techcrunch|wired,0,8,0
582b35028dcf,2026-08-30,2026-08-30 06:00:00+00:00,Messaging app encryption update,Messaging app encryption update wins broad support after a successful rollout and encouraging benchmarks.,Apps,0.927,5,messaging|encryption|e2ee|privacy,2,arstechnica|reuters_tech,0,9,0
12d85ac46c5a,2026-08-30,2026-08-30 06:00:00+00:00,AI in customer support,"AI in customer support gains traction, with early users reporting impressive results and rapid growth.",AI,0.875,3,support|chatbot|automation|deflection,1,theverge,0,10,0
57945b5e0f75,2026-08-31,2026-08-31 06:00:00+00:00,Retrieval-augmented search,Retrieval-augmented search: companies outline plans and timelines while observers wait for more detail.,AI,0.0,17,rag|retrieval|search|embeddings,4,arstechnica|techcrunch|theverge|wired,0,1,1
54d562a3ee4a,2026-08-31,2026-08-31 06:00:00+00:00,AI agent frameworks,AI agent frameworks moves forward as vendors publish updated documentation and roadmaps.,AI,0.0,14,agents|framework|orchestration|tools,4,hackernews|techcrunch|theverge|wired,0,2,0
3ba6d6264adf,2026-08-31,2026-08-31 06:00:00+00:00,Open-weight model release,Open-weight model release is drawing coverage this week as several outlets report on the latest developments.,AI,0.0,12,open-weights|release|benchmark|model,3,arstechnica|techcrunch|wired,0,3,1
9f5955a33979,2026-08-31,2026-08-31 06:00:00+00:00,Age-verification mandates,Age-verification mandates: companies outline plans and timelines while observers wait for more detail.,Policy,0.0,9,age-verification|mandate|platforms|privacy,3,reuters_tech|techcrunch|wired,0,4,0
68a836f2fbf9,2026-08-31,2026-08-31 06:00:00+00:00,Right-to-repair legislation,Right-to-repair legislation moves forward as vendors publish updated documentation and roadmaps.,Policy,0.0,9,right-to-repair|legislation|parts|consumers,3,reuters_tech|theverge|wired,0,5,0
a9ad1aa676a1,2026-08-31,2026-08-31 06:00:00+00:00,Super-app payments push,Super-app payments push moves forward as vendors publish updated documentation and roadmaps.,Apps,0.0,8,super-app|payments|wallet|fintech,3,hackernews|reuters_tech|theverge,0,6,0
4793752dba67,2026-08-31,2026-08-31 06:00:00+00:00,E-ink tablet refresh,"E-ink tablet refresh sparks concern after critics warn of serious risks, delays and mounting costs.",Gadgets,-0.612,7,e-ink|tablet|reader,3,techcrunch|theverge|wired,0,7,1
c939757ec0e5,2026-08-31,2026-08-31 06:00:00+00:00,Deepfake fraud warnings,Deepfake fraud warnings: companies outline plans and timelines while observers wait for more detail.,Cybersecurity,-0.718,6,deepfake|fraud|voice|scam,3,arstechnica|theverge|wired,0,8,1
d586e868b7f4,2026-08-31,2026-08-31 06:00:00+00:00,Handheld gaming PC wave,"Handheld gaming PC wave gains traction, with early users reporting impressive results and rapid growth.",Gadgets,0.807,4,handheld|gaming|pc|battery,2,hackernews|techcrunch,0,9,1
0e1035ffb372,2026-08-31,2026-08-31 06:00:00+00:00,EU AI Act enforcement,EU AI Act enforcement is drawing coverage this week as several outlets report on the latest developments.,Policy,0.0,4,eu|ai-act|enforcement|compliance,2,hackernews|techcrunch,0,10,0
7b2d584dab8e,2026-09-01,2026-09-01 06:00:00+00:00,On-device LLM inference,"On-device LLM inference: frustrated users and regulators criticise a troubled, poorly handled rollout.",AI,-0.852,21,llm|on-device|inference|npu|edge,5,arstechnica|hackernews|techcrunch|theverge|wired,0,1,1
1018c25b9996,2026-09-01,2026-09-01 06:00:00+00:00,Deepfake fraud warnings,Deepfake fraud warnings: companies outline plans and timelines while observers wait for more detail.,Cybersecurity,-0.718,17,deepfake|fraud|voice|scam,4,hackernews|techcrunch|theverge|wired,0,2,1
3064bc6861c1,2026-09-01,2026-09-01 06:00:00+00:00,Data-centre energy caps,"Data-centre energy caps: frustrated users and regulators criticise a troubled, poorly handled rollout.",Policy,-0.802,13,data-centre|energy|grid|regulation,4,hackernews|reuters_tech|theverge|wired,0,3,1
708769ad4d31,2026-09-01,2026-09-01 06:00:00+00:00,Short-video algorithm changes,Short-video algorithm changes moves forward as vendors publish updated documentation and roadmaps.,Apps,0.0,11,short-video|algorithm|feed|creators,4,arstechnica|hackernews|reuters_tech|theverge,0,4,0
85ba41e6ee37,2026-09-01,2026-09-01 06:00:00+00:00,Smart glasses launch,Smart glasses launch is drawing coverage this week as several outlets report on the latest developments.,Gadgets,0.402,9,smart-glasses|wearable|ar|display,3,hackernews|techcrunch|theverge,0,5,0
8dce69dcca4d,2026-09-01,2026-09-01 06:00:00+00:00,Open-weight model release,Open-weight model release moves forward as vendors publish updated documentation and roadmaps.,AI,0.0,6,open-weights|release|benchmark|model,3,techcrunch|theverge|wired,0,6,0
9acd8d78e4fb,2026-09-01,2026-09-01 06:00:00+00:00,Handheld gaming PC wave,"Handheld gaming PC wave sparks concern after critics warn of serious risks, delays and mounting costs.",Gadgets,-0.612,8,handheld|gaming|pc|battery,2,hackernews|wired,0,7,0
27d63f5b13c0,2026-09-01,2026-09-01 06:00:00+00:00,E-ink tablet refresh,E-ink tablet refresh: analysts praise strong momentum as adoption accelerates across the industry.,Gadgets,0.784,7,e-ink|tablet|reader,2,arstechnica|reuters_tech,0,8,1
64f8a0957a8c,2026-09-01,2026-09-01 06:00:00+00:00,Retrieval-augmented search,"Retrieval-augmented search gains traction, with early users reporting impressive results and rapid growth.",AI,0.807,6,rag|retrieval|search|embeddings,2,hackernews|theverge,0,9,1
487a51f57e92,2026-09-01,2026-09-01 06:00:00+00:00,Cloud egress fee cuts,Cloud egress fee cuts: companies outline plans and timelines while observers wait for more detail.,Cloud,-0.296,6,egress|fees|cloud|pricing,2,arstechnica|hackernews,0,10,0
c7ef8a8a05bb,2026-09-02,2026-09-02 06:00:00+00:00,Deepfake fraud warnings,Deepfake fraud warnings wins broad support after a successful rollout and encouraging benchmarks.,Cybersecurity,0.823,22,deepfake|fraud|voice|scam,5,arstechnica|hackernews|reuters_tech|techcrunch|wired,0,1,1
b9debcd70f5e,2026-09-02,2026-09-02 06:00:00+00:00,Serverless GPU offerings,"Serverless GPU offerings gains traction, with early users reporting impressive results and rapid growth.",Cloud,0.807,15,serverless|gpu|inference|scaling,5,hackernews|reuters_tech|techcrunch|theverge|wired,0,2,1
74447fc119ac,2026-09-02,2026-09-02 06:00:00+00:00,On-device LLM inference,On-device LLM inference wins broad support after a successful rollout and encouraging benchmarks.,AI,0.927,14,llm|on-device|inference|npu|edge,4,hackernews|reuters_tech|techcrunch|theverge,0,3,1
27285cecd886,2026-09-02,2026-09-02 06:00:00+00:00,Retrieval-augmented search,Retrieval-augmented search: analysts praise strong momentum as adoption accelerates across the industry.,AI,0.784,11,rag|retrieval|search|embeddings,3,hackernews|techcrunch|wired,0,4,1
98126320c83f,2026-09-02,2026-09-02 06:00:00+00:00,Multi-cloud outage postmortem,Multi-cloud outage postmortem is drawing coverage this week as several outlets report on the latest developments.,Cloud,0.0,8,outage|postmortem|availability|region|sla,3,hackernews|techcrunch|wired,0,5,1
fe657d1db123,2026-09-02,2026-09-02 06:00:00+00:00,AI in customer support,AI in customer support: analysts praise strong momentum as adoption accelerates across the industry.,AI,0.863,8,support|chatbot|automation|deflection,3,hackernews|reuters_tech|techcrunch,0,6,1
956de3ca5690,2026-09-02,2026-09-02 06:00:00+00:00,Data-centre energy caps,Data-centre energy caps wins broad support after a successful rollout and encouraging benchmarks.,Policy,0.94,6,data-centre|energy|grid|regulation,2,reuters_tech|wired,0,7,0
5519328f11a1,2026-09-02,2026-09-02 06:00:00+00:00,E-ink tablet refresh,E-ink tablet refresh: companies outline plans and timelines while observers wait for more detail.,Gadgets,0.0,4,e-ink|tablet|reader,2,hackernews|reuters_tech,0,8,1
1993e1e708d9,2026-09-02,2026-09-02 06:00:00+00:00,Export controls on GPUs,"Export controls on GPUs gains traction, with early users reporting impressive results and rapid growth.",Chips,0.807,4,export-controls|gpu|sanctions|china,2,hackernews|reuters_tech,0,9,1
9b65a5e2f593,2026-09-02,2026-09-02 06:00:00+00:00,Ransomware hits hospital chain,Ransomware hits hospital chain wins broad support after a successful rollout and encouraging benchmarks.,Cybersecurity,0.927,3,ransomware|hospital|breach|extortion|healthcare,1,arstechnica,0,10,0
2a68ab06454e,2026-09-03,2026-09-03 06:00:00+00:00,Climate-tech accelerator cohort,"Climate-tech accelerator cohort sparks concern after critics warn of serious risks, delays and mounting costs.",Startups,-0.612,15,climate-tech|accelerator|cohort|seed,4,arstechnica|hackernews|techcrunch|theverge,0,1,0
a5ae40414dfd,2026-09-03,2026-09-03 06:00:00+00:00,Deepfake fraud warnings,"Deepfake fraud warnings faces backlash amid reports of failures, security worries and angry customers.",Cybersecurity,-0.914,13,deepfake|fraud|voice|scam,4,hackernews|reuters_tech|techcrunch|wired,0,2,1
702b7c9a6367,2026-09-03,2026-09-03 06:00:00+00:00,AI in customer support,"AI in customer support gains traction, with early users reporting impressive results and rapid growth.",AI,0.875,12,support|chatbot|automation|deflection,3,hackernews|techcrunch|wired,0,3,1
78b9521c7ecd,2026-09-03,2026-09-03 06:00:00+00:00,On-device LLM inference,On-device LLM inference: analysts praise strong momentum as adoption accelerates across the industry.,AI,0.784,11,llm|on-device|inference|npu|edge,3,arstechnica|hackernews|reuters_tech,0,4,0
6f2d3e7a33fd,2026-09-03,2026-09-03 06:00:00+00:00,Export controls on GPUs,Export controls on GPUs is drawing coverage this week as several outlets report on the latest developments.,Chips,0.0,11,export-controls|gpu|sanctions|china,3,arstechnica|reuters_tech|techcrunch,0,5,0
be55d9aedd79,2026-09-03,2026-09-03 06:00:00+00:00,Serverless GPU offerings,"Serverless GPU offerings gains traction, with early users reporting impressive results and rapid growth.",Cloud,0.807,10,serverless|gpu|inference|scaling,3,reuters_tech|techcrunch|wired,0,6,0
adddf7b37980,2026-09-03,2026-09-03 06:00:00+00:00,E-ink tablet refresh,"E-ink tablet refresh gains traction, with early users reporting impressive results and rapid growth.",Gadgets,0.807,8,e-ink|tablet|reader,3,hackernews|theverge|wired,0,7,0
e5bbd4a273ff,2026-09-03,2026-09-03 06:00:00+00:00,Subscription fatigue backlash,"Subscription fatigue backlash sparks concern after critics warn of serious risks, delays and mounting costs.",Apps,-0.718,8,subscription|pricing|churn|backlash,2,techcrunch|theverge,0,8,0
9f0d76341896,2026-09-03,2026-09-03 06:00:00+00:00,Retrieval-augmented search,"Retrieval-augmented search gains traction, with early users reporting impressive results and rapid growth.",AI,0.807,7,rag|retrieval|search|embeddings,2,hackernews|techcrunch,0,9,0
cf0d18bd7b82,2026-09-03,2026-09-03 06:00:00+00:00,Multi-cloud outage postmortem,"Multi-cloud outage postmortem gains traction, with early users reporting impressive results and rapid growth.",Cloud,0.807,7,outage|postmortem|availability|region|sla,2,hackernews|reuters_tech,0,10,1
cecec6ba6127,2026-09-04,2026-09-04 06:00:00+00:00,Open-weight model release,Open-weight model release wins broad support after a successful rollout and encouraging benchmarks.,AI,0.927,12,open-weights|release|benchmark|model,5,hackernews|reuters_tech|techcrunch|theverge|wired,0,1,0
77c6744a53a8,2026-09-04,2026-09-04 06:00:00+00:00,Passkey adoption surge,Passkey adoption surge is drawing coverage this week as several outlets report on the latest developments.,Cybersecurity,0.0,16,passkeys|fido|passwordless,4,arstechnica|reuters_tech|techcrunch|wired,0,2,1
f2f072ab93c1,2026-09-04,2026-09-04 06:00:00+00:00,AI in customer support,"AI in customer support gains traction, with early users reporting impressive results and rapid growth.",AI,0.875,8,support|chatbot|automation|deflection,4,arstechnica|hackernews|techcrunch|theverge,0,3,1
4a6429172cf3,2026-09-04,2026-09-04 06:00:00+00:00,Cloud egress fee cuts,"Cloud egress fee cuts gains traction, with early users reporting impressive results and rapid growth.",Cloud,0.727,9,egress|fees|cloud|pricing,3,arstechnica|techcrunch|theverge,0,4,0
45f56be1d365,2026-09-04,2026-09-04 06:00:00+00:00,Age-verification mandates,Age-verification mandates: companies outline plans and timelines while observers wait for more detail.,Policy,0.0,9,age-verification|mandate|platforms|privacy,3,arstechnica|techcrunch|theverge,0,5,0
cfe393093999,2026-09-04,2026-09-04 06:00:00+00:00,Deepfake fraud warnings,Deepfake fraud warnings moves forward as vendors publish updated documentation and roadmaps.,Cybersecurity,-0.718,8,deepfake|fraud|voice|scam,3,arstechnica|reuters_tech|theverge,0,6,0
ed5de0a0677d,2026-09-04,2026-09-04 06:00:00+00:00,Messaging app encryption update,"Messaging app encryption update faces backlash amid reports of failures, security worries and angry customers.",Apps,-0.772,7,messaging|encryption|e2ee|privacy,2,arstechnica|techcrunch,0,7,1
d12563a8ab35,2026-09-04,2026-09-04 06:00:00+00:00,Small language models,Small language models: companies outline plans and timelines while observers wait for more detail.,AI,0.0,6,slm|small-model|efficiency|distillation,2,arstechnica|theverge,0,8,1
d6c9f3e8b447,2026-09-04,2026-09-04 06:00:00+00:00,Multi-cloud outage postmortem,Multi-cloud outage postmortem is drawing coverage this week as several outlets report on the latest developments.,Cloud,0.0,5,outage|postmortem|availability|region|sla,2,reuters_tech|techcrunch,0,9,0
f2b27b9619dc,2026-09-04,2026-09-04 06:00:00+00:00,Zero-day in VPN appliances,Zero-day in VPN appliances wins broad support after a successful rollout and encouraging benchmarks.,Cybersecurity,0.927,5,zero-day|vpn|patch|exploit,2,hackernews|theverge,0,10,1
39627824e21f,2026-09-05,2026-09-05 06:00:00+00:00,AI in customer support,AI in customer support is drawing coverage this week as several outlets report on the latest developments.,AI,0.402,13,support|chatbot|automation|deflection,5,arstechnica|hackernews|techcrunch|theverge|wired,0,1,1
6a22e6602afa,2026-09-05,2026-09-05 06:00:00+00:00,Antitrust ruling on search,Antitrust ruling on search is drawing coverage this week as several outlets report on the latest developments.,Policy,0.0,11,antitrust|search|ruling,5,arstechnica|hackernews|reuters_tech|theverge|wired,0,2,1
82891d4fb942,2026-09-05,2026-09-05 06:00:00+00:00,Small language models,"Small language models faces backlash amid reports of failures, security worries and angry customers.",AI,-0.772,10,slm|small-model|efficiency|distillation,5,arstechnica|hackernews|reuters_tech|techcrunch|wired,0,3,1
90fd1b471491,2026-09-05,2026-09-05 06:00:00+00:00,Data-centre energy caps,Data-centre energy caps: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.84,14,data-centre|energy|grid|regulation,4,arstechnica|hackernews|reuters_tech|wired,0,4,1
a845d42f27ef,2026-09-05,2026-09-05 06:00:00+00:00,Serverless GPU offerings,"Serverless GPU offerings gains traction, with early users reporting impressive results and rapid growth.",Cloud,0.807,10,serverless|gpu|inference|scaling,4,arstechnica|reuters_tech|techcrunch|theverge,0,5,0
9977fccfa330,2026-09-05,2026-09-05 06:00:00+00:00,Zero-day in VPN appliances,"Zero-day in VPN appliances faces backlash amid reports of failures, security worries and angry customers.",Cybersecurity,-0.772,8,zero-day|vpn|patch|exploit,4,reuters_tech|techcrunch|theverge|wired,0,6,1
65f8efb920ab,2026-09-05,2026-09-05 06:00:00+00:00,Sovereign cloud regions,Sovereign cloud regions moves forward as vendors publish updated documentation and roadmaps.,Cloud,0.0,10,sovereign|region|data-residency|compliance,3,hackernews|reuters_tech|wired,0,7,1
a410eb127ec0,2026-09-05,2026-09-05 06:00:00+00:00,Passkey adoption surge,Passkey adoption surge: companies outline plans and timelines while observers wait for more detail.,Cybersecurity,0.0,6,passkeys|fido|passwordless,3,arstechnica|hackernews|theverge,0,8,1
7862e085b38e,2026-09-05,2026-09-05 06:00:00+00:00,3nm chip yields improve,"3nm chip yields improve sparks concern after critics warn of serious risks, delays and mounting costs.",Chips,-0.273,7,3nm|yield|foundry,2,hackernews|techcrunch,0,9,0
72db1ed2d315,2026-09-05,2026-09-05 06:00:00+00:00,Messaging app encryption update,"Messaging app encryption update gains traction, with early users reporting impressive results and rapid growth.",Apps,0.807,2,messaging|encryption|e2ee|privacy,1,wired,0,10,0
f09474d1c586,2026-09-06,2026-09-06 06:00:00+00:00,Data-centre energy caps,Data-centre energy caps: analysts praise strong momentum as adoption accelerates across the industry.,Policy,0.84,19,data-centre|energy|grid|regulation,5,arstechnica|hackernews|reuters_tech|techcrunch|wired,0,1,1
787db78a9874,2026-09-06,2026-09-06 06:00:00+00:00,Passkey adoption surge,"Passkey adoption surge gains traction, with early users reporting impressive results and rapid growth.",Cybersecurity,0.807,12,passkeys|fido|passwordless,4,arstechnica|hackernews|techcrunch|wired,0,2,1
ca8fe8e1f63c,2026-09-06,2026-09-06 06:00:00+00:00,Zero-day in VPN appliances,Zero-day in VPN appliances wins broad support after a successful rollout and encouraging benchmarks.,Cybersecurity,0.927,10,zero-day|vpn|patch|exploit,3,arstechnica|reuters_tech|theverge,0,3,0
186c6c7c4c99,2026-09-06,2026-09-06 06:00:00+00:00,Handheld gaming PC wave,"Handheld gaming PC wave gains traction, with early users reporting impressive results and rapid growth.",Gadgets,0.807,10,handheld|gaming|pc|battery,3,arstechnica|theverge|wired,0,4,1
9837ee0a5abd,2026-09-06,2026-09-06 06:00:00+00:00,Sovereign cloud regions,Sovereign cloud regions: companies outline plans and timelines while observers wait for more detail.,Cloud,0.0,10,sovereign|region|data-residency|compliance,3,arstechnica|reuters_tech|techcrunch,0,5,0
80b841c6e908,2026-09-06,2026-09-06 06:00:00+00:00,Smart glasses launch,"Smart glasses launch: frustrated users and regulators criticise a troubled, poorly handled rollout.",Gadgets,-0.765,9,smart-glasses|wearable|ar|display,3,arstechnica|hackernews|wired,0,6,0
968a8f95ba5a,2026-09-06,2026-09-06 06:00:00+00:00,Small language models,"Small language models gains traction, with early users reporting impressive results and rapid growth.",AI,0.807,8,slm|small-model|efficiency|distillation,3,arstechnica|hackernews|wired,0,7,1
6c7a44b880c9,2026-09-06,2026-09-06 06:00:00+00:00,AI in customer support,"AI in customer support gains traction, with early users reporting impressive results and rapid growth.",AI,0.875,6,support|chatbot|automation|deflection,2,arstechnica|theverge,0,8,0
ac93cd80e969,2026-09-06,2026-09-06 06:00:00+00:00,Antitrust ruling on search,Antitrust ruling on search is drawing coverage this week as several outlets report on the latest developments.,Policy,0.0,5,antitrust|search|ruling,2,arstechnica|hackernews,0,9,0
010192ad9361,2026-09-06,2026-09-06 06:00:00+00:00,App store fee changes,App store fee changes is drawing coverage this week as several outlets report on the latest developments.,Apps,0.0,3,app-store|fees|commission|developers,1,hackernews,0,10,0
bddf74e47041,2026-09-07,2026-09-07 06:00:00+00:00,Ransomware hits hospital chain,Ransomware hits hospital chain moves forward as vendors publish updated documentation and roadmaps.,Cybersecurity,0.0,13,ransomware|hospital|breach|extortion|healthcare,4,arstechnica|reuters_tech|theverge|wired,0,1,1
568e922aeaff,2026-09-07,2026-09-07 06:00:00+00:00,Data-centre energy caps,Data-centre energy caps is drawing coverage this week as several outlets report on the latest developments.,Policy,0.273,11,data-centre|energy|grid|regulation,4,reuters_tech|techcrunch|theverge|wired,0,2,1
d482a4d533f6,2026-09-07,2026-09-07 06:00:00+00:00,Small language models,Small language models: companies outline plans and timelines while observers wait for more detail.,AI,0.0,10,slm|small-model|efficiency|distillation,4,hackernews|reuters_tech|techcrunch|wired,0,3,1
bb47fae76d82,2026-09-07,2026-09-07 06:00:00+00:00,Unicorn down-round,Unicorn down-round wins broad support after a successful rollout and encouraging benchmarks.,Startups,0.927,9,down-round|valuation|unicorn|funding,4,arstechnica|hackernews|techcrunch|wired,0,4,1
bff83ca81449,2026-09-07,2026-09-07 06:00:00+00:00,Passkey adoption surge,Passkey adoption surge is drawing coverage this week as several outlets report on the latest developments.,Cybersecurity,0.0,12,passkeys|fido|passwordless,3,hackernews|reuters_tech|wired,0,5,1
78fe30943b1b,2026-09-07,2026-09-07 06:00:00+00:00,Handheld gaming PC wave,Handheld gaming PC wave: companies outline plans and timelines while observers wait for more detail.,Gadgets,0.0,12,handheld|gaming|pc|battery,3,hackernews|theverge|wired,0,6,0
